Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13675,147,2,486.82000000000005,2,2,2,222,At Risk
13676,534,2,243.9,1,2,1,121,Lost
13677,400,2,551.24,1,2,2,122,Lost
13678,147,1,232.6,2,1,1,211,Lost
13679,489,3,281.26,1,2,1,121,Lost
13680,34,11,10784.59,3,4,4,344,Champions
13681,13,4,827.83,4,3,2,432,Loyal Customers
13682,182,1,59.5,2,1,1,211,Lost
13683,453,1,258.6,1,1,1,111,Lost
13684,281,4,594.88,2,3,2,232,At Risk
13685,41,3,1934.45,3,2,3,323,Loyal Customers
13686,178,3,409.04,2,2,2,222,At Risk
13687,433,1,11880.84,1,1,4,114,Cannot Lose Them
13688,630,1,375.5,1,1,2,112,Lost
13689,58,2,1259.5,3,2,3,323,Loyal Customers
13690,54,1,172.25,3,1,1,311,Potential Loyalists
13691,391,1,212.78,1,1,1,111,Lost
13692,20,5,3114.4,4,3,4,434,Champions
13693,369,9,2011.8200000000002,2,4,3,243,At Risk
13694,21,140,193351.65,4,4,4,444,Champions
13695,26,16,2770.73,4,4,4,444,Champions
13696,417,3,2020.4,1,2,3,123,Cannot Lose Them
13697,34,1,151.3,3,1,1,311,Potential Loyalists
13698,592,2,451.73,1,2,2,122,Lost
13699,150,2,764.15,2,2,2,222,At Risk
13700,22,13,2596.9700000000003,4,4,4,444,Champions
13701,442,1,161.0,1,1,1,111,Lost
13702,441,1,135.18,1,1,1,111,Lost
13703,314,2,425.56,2,2,2,222,At Risk
13704,17,8,2143.38,4,4,3,443,Champions
13705,3,7,2035.33,4,4,3,443,Champions
13706,298,2,631.1700000000001,2,2,2,222,At Risk
13707,262,5,3365.86,2,3,4,234,At Risk
13708,266,1,285.33,2,1,1,211,Lost
13709,32,16,7043.04,3,4,4,344,Champions
13710,27,3,509.52,3,2,2,322,Loyal Customers
13711,214,9,1792.26,2,4,3,243,At Risk
13712,242,2,766.42,2,2,2,222,At Risk
13713,403,3,740.76,1,2,2,122,Lost
13714,460,1,161.35,1,1,1,111,Lost
13715,276,17,8425.69,2,4,4,244,At Risk
13716,264,1,138.28,2,1,1,211,Lost
13717,27,8,1763.3,3,4,3,343,Champions
13718,241,2,306.55,2,2,1,221,At Risk
13719,10,11,2783.08,4,4,4,444,Champions
13720,112,4,799.9,2,3,2,232,At Risk
13721,31,2,741.54,3,2,2,322,Loyal Customers
13722,127,10,5635.41,2,4,4,244,At Risk
13723,212,6,1194.08,2,3,3,233,At Risk
13724,632,1,213.01,1,1,1,111,Lost
13725,45,8,1980.56,3,4,3,343,Champions
13726,34,2,1079.66,3,2,3,323,Loyal Customers
13727,24,8,1074.15,4,4,3,443,Champions
13728,32,16,2855.17,3,4,4,344,Champions
13729,431,3,724.73,1,2,2,122,Lost
13730,131,2,752.6,2,2,2,222,At Risk
13731,214,2,610.59,2,2,2,222,At Risk
13732,23,1,491.86,4,1,2,412,Potential Loyalists
13733,406,2,487.03000000000003,1,2,2,122,Lost
13734,504,4,6695.6900000000005,1,3,4,134,Hibernating
13735,20,13,9762.77,4,4,4,444,Champions
13736,256,6,2380.2,2,3,4,234,At Risk
13737,195,1,339.6,2,1,1,211,Lost
13738,391,1,434.78000000000003,1,1,2,112,Lost
13739,13,2,292.2,4,2,1,421,Loyal Customers
13740,236,5,1582.77,2,3,3,233,At Risk
13741,67,3,668.4300000000001,3,2,2,322,Loyal Customers
13742,12,12,3107.87,4,4,4,444,Champions
13743,84,6,1065.84,3,3,3,333,Champions
13744,90,2,1080.52,3,2,3,323,Loyal Customers
13745,157,2,777.36,2,2,2,222,At Risk
13746,409,1,176.69,1,1,1,111,Lost
13747,364,2,249.39999999999998,2,2,1,221,At Risk
13748,91,9,2268.35,3,4,3,343,Champions
13750,49,11,3602.18,3,4,4,344,Champions
13751,283,1,296.25,2,1,1,211,Lost
13752,119,7,1579.8300000000002,2,4,3,243,At Risk
13753,283,4,2094.57,2,3,3,233,At Risk
13754,147,3,447.05,2,2,2,222,At Risk
13755,4,8,1951.16,4,4,3,443,Champions
13756,18,21,8342.35,4,4,4,444,Champions
13757,670,1,195.55,1,1,1,111,Lost
13758,7,15,9416.98,4,4,4,444,Champions
13759,28,2,659.4100000000001,3,2,2,322,Loyal Customers
13760,49,5,1363.6399999999999,3,3,3,333,Champions
13761,45,6,1952.17,3,3,3,333,Champions
13762,214,5,2472.48,2,3,4,234,At Risk
13763,58,3,5217.44,3,2,4,324,Loyal Customers
13764,66,6,2919.62,3,3,4,334,Champions
13765,648,1,352.821,1,1,2,112,Lost
13766,490,1,190.35,1,1,1,111,Lost
13767,21,72,34654.55,4,4,4,444,Champions
13768,722,2,875.97,1,2,3,123,Cannot Lose Them
13769,32,19,5482.5,3,4,4,344,Champions
13770,417,4,785.37,1,3,2,132,Hibernating
13771,59,9,5728.82,3,4,4,344,Champions
13772,29,8,3100.02,3,4,4,344,Champions
13773,392,2,301.54,1,2,1,121,Lost
13774,77,1,345.0,3,1,2,312,Potential Loyalists
13775,586,1,1049.66,1,1,3,113,Cannot Lose Them
13776,423,2,623.98,1,2,2,122,Lost
13777,4,59,56213.18,4,4,4,444,Champions
13778,98,4,1124.49,3,3,3,333,Champions
13779,511,1,161.13,1,1,1,111,Lost
13780,2,3,732.07,4,2,2,422,Loyal Customers
13781,246,3,778.83,2,2,2,222,At Risk
13782,8,13,1786.08,4,4,3,443,Champions
13783,483,4,1542.09,1,3,3,133,Hibernating
13784,5,14,2910.23,4,4,4,444,Champions
13785,424,4,542.49,1,3,2,132,Hibernating
13786,361,6,3358.39,2,3,4,234,At Risk
13787,71,6,1222.5,3,3,3,333,Champions
13788,500,1,3.75,1,1,1,111,Lost
13789,383,1,239.46,1,1,1,111,Lost
13791,123,2,1516.0,2,2,3,223,At Risk
13792,61,3,383.95,3,2,2,322,Loyal Customers
13793,642,1,96.0,1,1,1,111,Lost
13794,542,1,126.03,1,1,1,111,Lost
13795,383,4,836.3,1,3,2,132,Hibernating
13796,494,1,289.7,1,1,1,111,Lost
13797,432,3,1179.45,1,2,3,123,Cannot Lose Them
13798,3,108,74672.43000000001,4,4,4,444,Champions
13799,112,9,2803.57,2,4,4,244,At Risk
13800,305,3,1679.56,2,2,3,223,At Risk
13801,62,1,324.8,3,1,1,311,Potential Loyalists
13802,134,19,26259.11,2,4,4,244,At Risk
13803,251,3,1338.91,2,2,3,223,At Risk
13804,26,9,3161.12,4,4,4,444,Champions
13805,47,2,924.5999999999999,3,2,3,323,Loyal Customers
13806,59,1,256.38,3,1,1,311,Potential Loyalists
13807,361,3,534.8,2,2,2,222,At Risk
13808,1,5,1747.66,4,3,3,433,Champions
13809,301,3,679.6999999999999,2,2,2,222,At Risk
13810,24,3,1499.01,4,2,3,423,Loyal Customers
13811,179,3,814.5,2,2,2,222,At Risk
13812,37,3,539.0,3,2,2,322,Loyal Customers
13813,35,8,2765.4700000000003,3,4,4,344,Champions
13814,87,3,2257.32,3,2,3,323,Loyal Customers
13815,17,8,7475.74,4,4,4,444,Champions
13816,19,2,571.6700000000001,4,2,2,422,Loyal Customers
13817,24,2,382.98,4,2,2,422,Loyal Customers
13818,425,1,61.28,1,1,1,111,Lost
13819,297,6,2642.35,2,3,4,234,At Risk
13820,413,3,652.75,1,2,2,122,Lost
13821,140,6,1379.08,2,3,3,233,At Risk
13822,1,2,632.0,4,2,2,422,Loyal Customers
13823,14,7,3403.4500000000003,4,4,4,444,Champions
13824,28,12,3314.76,3,4,4,344,Champions
13825,617,2,255.59,1,2,1,121,Lost
13826,171,1,189.5,2,1,1,211,Lost
13827,53,3,409.8,3,2,2,322,Loyal Customers
13828,17,1,209.49,4,1,1,411,Potential Loyalists
13829,416,1,102.0,1,1,1,111,Lost
13830,577,1,156.85000000000002,1,1,1,111,Lost
13831,11,18,6993.54,4,4,4,444,Champions
13832,14,2,609.89,4,2,2,422,Loyal Customers
13833,154,2,700.41,2,2,2,222,At Risk
13834,572,2,324.19,1,2,1,121,Lost
13835,20,7,1095.27,4,4,3,443,Champions
13836,394,2,620.37,1,2,2,122,Lost
13837,207,2,266.59000000000003,2,2,1,221,At Risk
13838,1,10,1928.88,4,4,3,443,Champions
13839,481,1,139.95000000000002,1,1,1,111,Lost
13840,411,1,651.4,1,1,2,112,Lost
13841,248,1,85.0,2,1,1,211,Lost
13842,54,18,5629.91,3,4,4,344,Champions
13843,376,1,319.75,2,1,1,211,Lost
13844,6,1,361.62,4,1,2,412,Potential Loyalists
13845,60,1,312.98,3,1,1,311,Potential Loyalists
13846,20,4,1307.79,4,3,3,433,Champions
13847,715,1,310.72,1,1,1,111,Lost
13848,88,8,3335.0,3,4,4,344,Champions
13849,47,5,3469.3,3,3,4,334,Champions
13850,124,1,1595.48,2,1,3,213,Cannot Lose Them
13851,91,8,4606.46,3,4,4,344,Champions
13852,606,1,187.35000000000002,1,1,1,111,Lost
13853,52,1,1090.1399999999999,3,1,3,313,Potential Loyalists
13854,4,39,12253.96,4,4,4,444,Champions
13855,496,4,1310.3400000000001,1,3,3,133,Hibernating
13856,164,11,1142.03,2,4,3,243,At Risk
13857,389,6,1001.01,1,3,3,133,Hibernating
13858,52,1,216.17000000000002,3,1,1,311,Potential Loyalists
13859,321,2,515.86,2,2,2,222,At Risk
13860,9,4,926.45,4,3,3,433,Champions
13861,424,2,273.26,1,2,1,121,Lost
13862,13,9,2556.09,4,4,4,444,Champions
13863,243,4,1239.55,2,3,3,233,At Risk
13864,382,1,662.4000000000001,1,1,2,112,Lost
13865,53,4,501.56,3,3,2,332,Loyal Customers
13866,69,1,145.67,3,1,1,311,Potential Loyalists
13867,26,3,1005.09,4,2,3,423,Loyal Customers
13868,2,2,3192.54,4,2,4,424,Loyal Customers
13869,118,10,7996.87,2,4,4,244,At Risk
13870,35,14,5559.33,3,4,4,344,Champions
13871,18,17,7885.85,4,4,4,444,Champions
13872,522,3,919.57,1,2,3,123,Cannot Lose Them
13873,115,8,1038.92,2,4,3,243,At Risk
13874,353,7,2049.15,2,4,3,243,At Risk
13875,49,14,4814.37,3,4,4,344,Champions
13876,59,1,122.7,3,1,1,311,Potential Loyalists
13877,81,3,449.68,3,2,2,322,Loyal Customers
13878,50,4,2416.9,3,3,4,334,Champions
13879,641,1,395.5,1,1,2,112,Lost
13880,16,17,4391.66,4,4,4,444,Champions
13881,6,42,44609.98,4,4,4,444,Champions
13882,7,4,998.05,4,3,3,433,Champions
13883,6,15,6560.02,4,4,4,444,Champions
13884,2,10,1825.03,4,4,3,443,Champions
13885,184,2,506.8,2,2,2,222,At Risk
13886,66,1,243.56,3,1,1,311,Potential Loyalists
13887,199,1,349.55,2,1,2,212,Lost
13888,115,7,2001.5900000000001,2,4,3,243,At Risk
13889,88,6,1991.23,3,3,3,333,Champions
13890,4,12,2565.63,4,4,4,444,Champions
13891,373,3,859.21,2,2,2,222,At Risk
13892,22,6,1267.65,4,3,3,433,Champions
13893,293,1,821.1,2,1,2,212,Lost
13894,19,3,564.62,4,2,2,422,Loyal Customers
13895,23,6,4008.52,4,3,4,434,Champions
13896,621,1,388.55,1,1,2,112,Lost
13897,45,3,1160.72,3,2,3,323,Loyal Customers
13898,321,2,686.4,2,2,2,222,At Risk
13899,11,2,388.52,4,2,2,422,Loyal Customers
13900,178,6,1610.5900000000001,2,3,3,233,At Risk
13901,67,15,5676.34,3,4,4,344,Champions
13902,628,5,34095.26,1,3,4,134,Hibernating
13903,395,1,165.45000000000002,1,1,1,111,Lost
13904,32,2,332.64,3,2,1,321,Loyal Customers
13905,728,1,312.65,1,1,1,111,Lost
13906,404,1,42.0,1,1,1,111,Lost
13907,687,1,136.8,1,1,1,111,Lost
13908,75,4,2369.55,3,3,4,334,Champions
13909,418,2,282.85,1,2,1,121,Lost
13911,52,20,4234.99,3,4,4,344,Champions
13912,419,1,124.95,1,1,1,111,Lost
13913,502,1,42.22,1,1,1,111,Lost
13914,7,2,626.45,4,2,2,422,Loyal Customers
13915,389,1,70.80000000000001,1,1,1,111,Lost
13916,459,4,1275.81,1,3,3,133,Hibernating
13917,45,2,272.04,3,2,1,321,Loyal Customers
13918,45,2,1212.8400000000001,3,2,3,323,Loyal Customers
13919,54,4,1360.68,3,3,3,333,Champions
13920,427,4,1774.68,1,3,3,133,Hibernating
13921,397,4,730.7,1,3,2,132,Hibernating
13922,347,3,865.2,2,2,2,222,At Risk
13923,49,1,351.13,3,1,2,312,Potential Loyalists
13924,13,5,1536.45,4,3,3,433,Champions
13925,88,4,678.25,3,3,2,332,Loyal Customers
13926,18,1,223.85000000000002,4,1,1,411,Potential Loyalists
13927,70,2,708.26,3,2,2,322,Loyal Customers
13928,6,4,464.57,4,3,2,432,Loyal Customers
13929,164,11,3494.1,2,4,4,244,At Risk
13930,53,2,337.34,3,2,1,321,Loyal Customers
13931,91,11,5257.38,3,4,4,344,Champions
13932,290,1,307.4,2,1,1,211,Lost
13933,104,2,608.79,2,2,2,222,At Risk
13934,259,1,922.1,2,1,3,213,Cannot Lose Them
13935,592,3,6116.92,1,2,4,124,Cannot Lose Them
13936,175,3,939.6600000000001,2,2,3,223,At Risk
13937,164,2,880.13,2,2,3,223,At Risk
13938,30,1,71.66,3,1,1,311,Potential Loyalists
13939,18,7,1560.96,4,4,3,443,Champions
13940,12,4,839.14,4,3,2,432,Loyal Customers
13941,17,15,11122.300000000001,4,4,4,444,Champions
13942,530,1,320.0,1,1,1,111,Lost
13943,573,1,246.54000000000002,1,1,1,111,Lost
13944,648,1,200.43,1,1,1,111,Lost
13945,390,2,854.1500000000001,1,2,2,122,Lost
13946,74,6,1876.23,3,3,3,333,Champions
13947,60,1,90.60000000000001,3,1,1,311,Potential Loyalists
13948,356,4,548.76,2,3,2,232,At Risk
13949,20,5,1909.09,4,3,3,433,Champions
13950,6,4,745.0600000000001,4,3,2,432,Loyal Customers
13951,171,3,674.45,2,2,2,222,At Risk
13952,213,14,12823.521,2,4,4,244,At Risk
13953,2,12,6640.68,4,4,4,444,Champions
13954,66,1,227.41,3,1,1,311,Potential Loyalists
13955,149,3,544.0699999999999,2,2,2,222,At Risk
13956,49,4,865.72,3,3,2,332,Loyal Customers
13957,413,3,458.25,1,2,2,122,Lost
13958,375,8,4709.2300000000005,2,4,4,244,At Risk
13959,74,6,1064.77,3,3,3,333,Champions
13960,16,2,230.22,4,2,1,421,Loyal Customers
13961,387,1,538.4,1,1,2,112,Lost
13962,17,3,362.8,4,2,2,422,Loyal Customers
13963,303,17,3011.87,2,4,4,244,At Risk
13964,382,2,438.9,1,2,2,122,Lost
13965,472,3,996.61,1,2,3,123,Cannot Lose Them
13966,431,1,384.26,1,1,2,112,Lost
13967,141,2,166.3,2,2,1,221,At Risk
13968,418,1,123.66,1,1,1,111,Lost
13969,2,35,13291.05,4,4,4,444,Champions
13970,381,2,846.55,1,2,2,122,Lost
13971,14,14,4667.57,4,4,4,444,Champions
13972,66,2,190.25,3,2,1,321,Loyal Customers
13973,282,1,264.7,2,1,1,211,Lost
13974,44,2,677.72,3,2,2,322,Loyal Customers
13975,26,12,5256.4,4,4,4,444,Champions
13976,202,4,1192.3600000000001,2,3,3,233,At Risk
13977,406,1,519.8100000000001,1,1,2,112,Lost
13978,10,2,196.79,4,2,1,421,Loyal Customers
13979,68,7,3379.93,3,4,4,344,Champions
13980,55,5,768.8199999999999,3,3,2,332,Loyal Customers
13981,411,1,331.14,1,1,1,111,Lost
13982,34,9,4382.89,3,4,4,344,Champions
13983,25,21,7083.25,4,4,4,444,Champions
13984,22,12,2048.6,4,4,3,443,Champions
13985,10,21,9873.300000000001,4,4,4,444,Champions
13986,12,1,320.46,4,1,1,411,Potential Loyalists
13987,375,2,682.54,2,2,2,222,At Risk
13988,15,8,4757.8,4,4,4,444,Champions
13989,61,5,2026.06,3,3,3,333,Champions
13990,208,1,311.3,2,1,1,211,Lost
13991,7,6,852.88,4,3,2,432,Loyal Customers
13992,25,3,219.5,4,2,1,421,Loyal Customers
13993,38,19,6775.71,3,4,4,344,Champions
13994,35,5,2158.04,3,3,3,333,Champions
13995,10,14,3902.01,4,4,4,444,Champions
13996,381,2,895.76,1,2,3,123,Cannot Lose Them
13997,514,3,376.46,1,2,2,122,Lost
13998,442,3,566.7,1,2,2,122,Lost
13999,5,29,9502.26,4,4,4,444,Champions
14000,206,5,2046.34,2,3,3,233,At Risk
14001,41,9,4530.09,3,4,4,344,Champions
14002,129,2,529.73,2,2,2,222,At Risk
14003,728,1,209.41,1,1,1,111,Lost
14004,38,11,6258.45,3,4,4,344,Champions
14005,5,5,2874.72,4,3,4,434,Champions
14006,111,7,2196.67,2,4,3,243,At Risk
14007,508,1,79.48,1,1,1,111,Lost
14008,428,1,509.04,1,1,2,112,Lost
14009,193,3,1099.91,2,2,3,223,At Risk
14010,561,2,445.15,1,2,2,122,Lost
14011,475,2,457.82,1,2,2,122,Lost
14012,273,1,328.8,2,1,1,211,Lost
14013,105,5,1084.57,2,3,3,233,At Risk
14014,72,3,1948.21,3,2,3,323,Loyal Customers
14015,48,1,917.34,3,1,3,313,Potential Loyalists
14016,157,11,11403.41,2,4,4,244,At Risk
14017,566,1,229.75,1,1,1,111,Lost
14018,640,1,367.15,1,1,2,112,Lost
14019,42,3,1421.6100000000001,3,2,3,323,Loyal Customers
14020,12,4,1249.01,4,3,3,433,Champions
14021,150,7,1716.58,2,4,3,243,At Risk
14022,220,2,792.15,2,2,2,222,At Risk
14023,2,2,584.07,4,2,2,422,Loyal Customers
14024,117,3,645.74,2,2,2,222,At Risk
14025,460,8,4057.9,1,4,4,144,Hibernating
14026,466,2,713.11,1,2,2,122,Lost
14027,56,1,104.82,3,1,1,311,Potential Loyalists
14028,545,3,10396.5,1,2,4,124,Cannot Lose Them
14029,58,2,467.66,3,2,2,322,Loyal Customers
14030,13,20,8198.3,4,4,4,444,Champions
14031,2,44,40919.58,4,4,4,444,Champions
14032,11,15,4667.15,4,4,4,444,Champions
14033,550,1,109.44,1,1,1,111,Lost
14034,17,3,648.89,4,2,2,422,Loyal Customers
14035,24,9,2794.75,4,4,4,444,Champions
14036,280,1,626.65,2,1,2,212,Lost
14037,171,6,836.95,2,3,2,232,At Risk
14038,73,5,3069.88,3,3,4,334,Champions
14039,28,2,267.28000000000003,3,2,1,321,Loyal Customers
14040,36,35,12523.81,3,4,4,344,Champions
14041,261,1,141.41,2,1,1,211,Lost
14042,720,1,431.98,1,1,2,112,Lost
14043,486,2,302.59999999999997,1,2,1,121,Lost
14044,22,10,3077.7,4,4,4,444,Champions
14045,104,16,11313.03,2,4,4,244,At Risk
14046,279,1,154.99,2,1,1,211,Lost
14047,4,14,4255.03,4,4,4,444,Champions
14048,300,3,748.69,2,2,2,222,At Risk
14049,12,13,13023.4,4,4,4,444,Champions
14050,27,2,746.36,3,2,2,322,Loyal Customers
14051,3,36,21190.5,4,4,4,444,Champions
14052,15,2,466.66,4,2,2,422,Loyal Customers
14053,119,4,572.3,2,3,2,232,At Risk
14054,60,1,92.46000000000001,3,1,1,311,Potential Loyalists
14055,101,3,1520.96,3,2,3,323,Loyal Customers
14056,10,22,7727.69,4,4,4,444,Champions
14057,19,22,8346.66,4,4,4,444,Champions
14058,458,2,469.19,1,2,2,122,Lost
14059,262,1,183.6,2,1,1,211,Lost
14060,18,29,9221.6,4,4,4,444,Champions
14061,502,3,917.4300000000001,1,2,3,123,Cannot Lose Them
14062,5,24,25585.65,4,4,4,444,Champions
14063,433,9,22710.2,1,4,4,144,Hibernating
14064,25,15,3260.2400000000002,4,4,4,444,Champions
14065,384,3,891.02,1,2,3,123,Cannot Lose Them
14066,262,1,152.55,2,1,1,211,Lost
14067,59,2,374.7,3,2,2,322,Loyal Customers
14068,315,4,1516.72,2,3,3,233,At Risk
14069,510,2,225.81,1,2,1,121,Lost
14070,680,1,321.6,1,1,1,111,Lost
14071,14,6,1282.99,4,3,3,433,Champions
14072,662,1,390.85,1,1,2,112,Lost
14073,27,1,151.04,3,1,1,311,Potential Loyalists
14074,618,1,219.4,1,1,1,111,Lost
14075,15,5,1418.09,4,3,3,433,Champions
14076,124,1,118.67,2,1,1,211,Lost
14077,36,6,615.08,3,3,2,332,Loyal Customers
14078,97,9,1689.71,3,4,3,343,Champions
14079,120,2,618.73,2,2,2,222,At Risk
14080,28,5,1115.68,3,3,3,333,Champions
14081,297,10,5291.09,2,4,4,244,At Risk
14082,360,2,413.36,2,2,2,222,At Risk
14083,3,10,940.96,4,4,3,443,Champions
14084,507,1,150.5,1,1,1,111,Lost
14085,2,32,9798.02,4,4,4,444,Champions
14086,458,1,39.95,1,1,1,111,Lost
14087,400,2,638.0,1,2,2,122,Lost
14088,5,16,64036.8,4,4,4,444,Champions
14089,52,1,158.75,3,1,1,311,Potential Loyalists
14090,320,1,76.32000000000001,2,1,1,211,Lost
14091,649,2,9530.08,1,2,4,124,Cannot Lose Them
14092,3,24,7229.45,4,4,4,444,Champions
14093,7,1,433.86,4,1,2,412,Potential Loyalists
14094,435,1,311.77,1,1,1,111,Lost
14095,718,1,2.95,1,1,1,111,Lost
14096,6,16,56228.81,4,4,4,444,Champions
14097,476,2,422.86,1,2,2,122,Lost
14098,32,1,147.35,3,1,1,311,Potential Loyalists
14099,11,20,5750.91,4,4,4,444,Champions
14100,133,1,191.95,2,1,1,211,Lost
14101,69,13,9961.93,3,4,4,344,Champions
14102,7,4,987.38,4,3,3,433,Champions
14104,150,5,743.53,2,3,2,232,At Risk
14105,234,5,5988.83,2,3,4,234,At Risk
14106,732,1,214.8,1,1,1,111,Lost
14107,47,11,4877.3,3,4,4,344,Champions
14108,26,4,1044.96,4,3,3,433,Champions
14109,68,1,144.2,3,1,1,311,Potential Loyalists
14110,17,32,12662.51,4,4,4,444,Champions
14111,9,4,692.85,4,3,2,432,Loyal Customers
14112,18,13,5834.59,4,4,4,444,Champions
14113,18,15,6620.71,4,4,4,444,Champions
14114,269,7,1364.09,2,4,3,243,At Risk
14115,497,2,622.67,1,2,2,122,Lost
14116,15,5,1382.74,4,3,3,433,Champions
14117,139,1,90.0,2,1,1,211,Lost
14118,424,1,458.45,1,1,2,112,Lost
14119,371,2,183.37,2,2,1,221,At Risk
14121,5,3,2008.99,4,2,3,423,Loyal Customers
14122,401,3,362.42,1,2,2,122,Lost
14123,728,1,436.18,1,1,2,112,Lost
14124,79,1,419.58,3,1,2,312,Potential Loyalists
14125,6,3,2720.63,4,2,4,424,Loyal Customers
14126,3,4,1172.46,4,3,3,433,Champions
14127,118,6,1900.0800000000002,2,3,3,233,At Risk
14128,56,3,924.21,3,2,3,323,Loyal Customers
14129,13,8,2438.76,4,4,4,444,Champions
14130,314,4,1858.77,2,3,3,233,At Risk
14131,644,1,168.22,1,1,1,111,Lost
14132,10,10,3270.9,4,4,4,444,Champions
14133,125,4,911.14,2,3,3,233,At Risk
14134,378,15,11123.35,1,4,4,144,Hibernating
14135,3,23,9504.02,4,4,4,444,Champions
14136,396,5,1570.81,1,3,3,133,Hibernating
14137,691,1,332.7,1,1,1,111,Lost
14138,59,1,621.71,3,1,2,312,Potential Loyalists
14139,41,4,1086.8,3,3,3,333,Champions
14140,27,1,540.99,3,1,2,312,Potential Loyalists
14141,55,3,688.7800000000001,3,2,2,322,Loyal Customers
14142,364,2,983.15,2,2,3,223,At Risk
14143,129,1,115.8,2,1,1,211,Lost
14144,481,1,30.6,1,1,1,111,Lost
14145,42,7,7600.05,3,4,4,344,Champions
14146,4,12,9450.3,4,4,4,444,Champions
14147,73,9,2590.2,3,4,4,344,Champions
14148,229,2,466.29,2,2,2,222,At Risk
14149,216,1,446.62,2,1,2,212,Lost
14150,31,2,658.64,3,2,2,322,Loyal Customers
14151,668,2,679.45,1,2,2,122,Lost
14152,71,7,1997.3400000000001,3,4,3,343,Champions
14153,478,1,233.39999999999998,1,1,1,111,Lost
14154,234,8,6460.7,2,4,4,244,At Risk
14155,261,1,118.75,2,1,1,211,Lost
14156,5,156,313759.82,4,4,4,444,Champions
14157,15,5,978.69,4,3,3,433,Champions
14158,35,1,507.65999999999997,3,1,2,312,Potential Loyalists
14159,15,20,7860.8,4,4,4,444,Champions
14160,605,7,8421.47,1,4,4,144,Hibernating
14161,211,7,3280.08,2,4,4,244,At Risk
14162,169,2,289.36,2,2,1,221,At Risk
14163,82,5,2594.62,3,3,4,334,Champions
14164,66,2,1631.77,3,2,3,323,Loyal Customers
14165,271,1,120.44,2,1,1,211,Lost
14166,500,2,251.15,1,2,1,121,Lost
14167,34,8,1274.29,3,4,3,343,Champions
14168,416,2,370.45,1,2,2,122,Lost
14169,426,2,621.51,1,2,2,122,Lost
14170,371,3,570.18,2,2,2,222,At Risk
14171,93,2,498.79,3,2,2,322,Loyal Customers
14172,600,3,369.02,1,2,2,122,Lost
14173,6,6,586.0,4,3,2,432,Loyal Customers
14174,28,1,134.46,3,1,1,311,Potential Loyalists
14175,55,8,7678.88,3,4,4,344,Champions
14176,293,5,916.01,2,3,3,233,At Risk
14177,81,13,2209.69,3,4,3,343,Champions
14178,4,7,1600.26,4,4,3,443,Champions
14179,36,2,701.57,3,2,2,322,Loyal Customers
14180,6,33,6319.25,4,4,4,444,Champions
14181,406,2,308.35,1,2,1,121,Lost
14182,439,4,678.77,1,3,2,132,Hibernating
14183,406,2,278.34000000000003,1,2,1,121,Lost
14184,62,1,452.89,3,1,2,312,Potential Loyalists
14185,326,1,197.65,2,1,1,211,Lost
14186,422,5,1550.63,1,3,3,133,Hibernating
14187,469,1,123.5,1,1,1,111,Lost
14188,26,6,2054.36,4,3,3,433,Champions
14189,11,15,5512.83,4,4,4,444,Champions
14190,661,1,79.9,1,1,1,111,Lost
14191,5,14,4391.54,4,4,4,444,Champions
14192,383,1,293.74,1,1,1,111,Lost
14193,63,3,1210.19,3,2,3,323,Loyal Customers
14194,14,35,18186.49,4,4,4,444,Champions
14195,197,6,2615.6,2,3,4,234,At Risk
14196,102,1,335.52,2,1,1,211,Lost
14197,406,1,390.05,1,1,2,112,Lost
14198,13,9,1569.73,4,4,3,443,Champions
14199,213,4,1091.7,2,3,3,233,At Risk
14200,613,1,379.2,1,1,2,112,Lost
14201,55,10,1193.54,3,4,3,343,Champions
14202,376,3,847.76,2,2,2,222,At Risk
14203,392,1,339.34,1,1,1,111,Lost
14204,417,3,874.22,1,2,2,122,Lost
14205,12,9,2414.2,4,4,4,444,Champions
14206,234,3,1185.01,2,2,3,223,At Risk
14207,683,1,157.8,1,1,1,111,Lost
14208,90,2,567.05,3,2,2,322,Loyal Customers
14209,6,15,4993.27,4,4,4,444,Champions
14210,101,16,5861.52,3,4,4,344,Champions
14211,48,18,4402.29,3,4,4,344,Champions
14212,85,2,2190.14,3,2,3,323,Loyal Customers
14213,400,1,1192.2,1,1,3,113,Cannot Lose Them
14214,26,5,1004.38,4,3,3,433,Champions
14215,7,9,3416.33,4,4,4,444,Champions
14216,3,4,2011.79,4,3,3,433,Champions
14217,7,22,3322.41,4,4,4,444,Champions
14218,38,1,169.48000000000002,3,1,1,311,Potential Loyalists
14219,405,2,543.89,1,2,2,122,Lost
14220,242,4,1515.0,2,3,3,233,At Risk
14221,37,17,6517.49,3,4,4,344,Champions
14222,172,1,683.17,2,1,2,212,Lost
14223,87,3,991.13,3,2,3,323,Loyal Customers
14224,105,9,1841.71,2,4,3,243,At Risk
14225,430,4,2031.07,1,3,3,133,Hibernating
14226,24,6,2985.13,4,3,4,434,Champions
14227,21,15,6368.71,4,4,4,444,Champions
14228,433,3,745.5,1,2,2,122,Lost
14229,47,7,2594.04,3,4,4,344,Champions
14230,431,3,979.8000000000001,1,2,3,123,Cannot Lose Them
14231,179,4,1235.6200000000001,2,3,3,233,At Risk
14232,38,5,2048.07,3,3,3,333,Champions
14233,44,7,2904.27,3,4,4,344,Champions
